sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
1853,Mary taught her new words.,Mary taught new words to her.,DO,-,,-,-,
1854,It gave me a lot more control in snow and ice.,It gave a lot more control in snow and ice to me.,DO,-,,-,-,
1855,Mary paid them interest.,Mary paid interest to them.,DO,-,,-,-,
1856,Juan gave them it.,Juan gave it to them.,PD,-,,-,-,
1857,Linda sent you your card.,Linda sent your card to you.,DO,-,,-,-,
1858,Linda gave it our best shot.,Linda gave our best shot to it.,DO,-,,-,-,
1859,Bob gave it your best shot.,Bob gave your best shot to it.,DO,-,,-,-,
1860,John gave her a fifty fifty rating.,John gave a fifty fifty rating to her.,DO,-,,-,-,
1861,John paid the state government a whole lot of attention.,John paid a whole lot of attention to the state government.,PD,-,,-,-,
1862,Mary lent the two gunmen conspiracy theory credence.,Mary lent credence to the two gunmen conspiracy theory.,PD,-,,-,-,
1863,Bob gave me an estimate.,Bob gave an estimate to me.,DO,-,,-,-,
1864,It gave the North Vietnamese and Viet Cong time to adjust to our increases in personnel and so forth.,It gave time to adjust to our increases in personnel and so forth to the North Vietnamese and Viet Cong.,DO,-,,-,-,
1865,Michael told me something you'd like to tell me about food.,Michael told something you'd like to tell me about food to me.,DO,-,,-,-,
1866,Michael told you one thing that we were discussing this evening here that discourages me a little bit and worries me about the health care system.,Michael told one thing that we were discussing this evening here that discourages me a little bit and worries me about the health care system to you.,DO,-,,-,-,
1867,Linda gave her some Benadryl.,Linda gave some Benadryl to her.,DO,-,,-,-,
1868,Bob gave you an example of a college that would fit that description.,Bob gave an example of a college that would fit that description to you.,DO,-,,-,-,
1869,Juan gave you an example.,Juan gave an example to you.,DO,-,,-,-,
1870,Mary gave you an example.,Mary gave an example to you.,DO,-,,-,-,
1871,Juan gave us a Fichus.,Juan gave a Fichus to us.,DO,-,,-,-,
1872,Juan gave us some aloe vera.,Juan gave some aloe vera to us.,DO,-,,-,-,
1873,Maria gave them it.,Maria gave it to them.,PD,-,,-,-,
1874,Mary gave me a set of the Foundation Trilogy.,Mary gave a set of the Foundation Trilogy to me.,DO,-,,-,-,
1875,Bob gave me it.,Bob gave it to me.,PD,-,,-,-,
1876,Mary sent me letters.,Mary sent letters to me.,DO,-,,-,-,
1877,John sold me some kind of a special card.,John sold some kind of a special card to me.,DO,-,,-,-,
1878,Maria gave my sons the cards.,Maria gave the cards to my sons.,PD,-,,-,-,
1879,Alice sent me this statement.,Alice sent this statement to me.,DO,-,,-,-,
1880,Alice gave me and my wife a used Toyota Corolla.,Alice gave a used Toyota Corolla to me and my wife.,DO,-,,-,+,
1881,John sold a new customer a product.,John sold a product to a new customer.,PD,-,,-,-,
1882,Maria gave me all this spiel.,Maria gave all this spiel to me.,DO,-,,-,-,
1883,Linda charged you a fee.,Linda charged a fee to you.,DO,-,,-,-,
1884,Mary did not charge you any more.,Mary did not charge any more to you.,DO,-,,-,-,
1885,Mary gave you it.,Mary gave it to you.,PD,-,,-,-,
1886,Linda gave you half a percent of that.,Linda gave half a percent of that to you.,DO,-,,-,-,
1887,Bob gave you like a half percent back.,Bob gave like a half percent back to you.,DO,-,,-,-,
1888,John gave you some money back.,John gave some money back to you.,DO,back,,-,-,
1889,Maria gave you some money back.,Maria gave some money back to you.,DO,back,,-,-,
1890,Alice sent everybody letters.,Alice sent letters to everybody.,PD,-,,-,-,
1891,Michael served some guests we had it.,Michael served it to some guests we had.,PD,-,,-,-,
1892,Alice gave Washington a game.,Alice gave a game to Washington.,DO,-,,-,-,
1893,Alice gave me a list of choices.,Alice gave a list of choices to me.,DO,-,,-,-,
1894,John gave you all these standardized tests.,John gave all these standardized tests to you.,DO,-,,-,-,
1895,John told you this.,John told this to you.,DO,-,,-,-,
1896,Juan told us things.,Juan told things to us.,DO,-,,-,-,
1897,Mary gave the local insurance companies hard times.,Mary gave hard times to the local insurance companies.,DO,-,,-,-,
1898,Alice gave people money.,Alice gave money to people.,DO,-,,-,-,
1899,John gave it a shot.,John gave a shot to it.,DO,-,,-,-,
1900,Bob never paid us any attention.,Bob never paid any attention to us.,PD,-,,-,-,
1901,Linda gave him the best.,Linda gave the best to him.,DO,-,,-,-,
1902,Mary taught them responsibility.,Mary taught responsibility to them.,DO,-,,-,-,
1903,Linda gave me information about what might have happened that day.,Linda gave information about what might have happened that day to me.,DO,-,,-,-,
1904,Alice gave it little spots.,Alice gave little spots to it.,PD,-,,-,-,
1905,I gave him and my mom four of them.,I gave four of them to him and my mom.,DO,-,,-,+,
1907,Linda took the store it.,Linda took it to the store.,PD,back,spatial_--_maybe,-,-,
1908,Alice gave him the green light.,Alice gave the green light to him.,DO,-,,-,-,
1909,It did not do them justice.,It did not do justice to them.,DO,-,,-,-,
1910,It gave them no incentive whatever to solve their own problems.,It gave no incentive whatever to solve their own problems to them.,DO,-,,-,-,
1911,Bob gave me it.,Bob gave it to me.,PD,-,,-,-,
1912,John gave them your address.,John gave your address to them.,DO,-,,-,-,
1913,Bob gave them the best training.,Bob gave the best training to them.,DO,-,,-,-,
1914,You taught your children things that you know that they need to do but you didn't have perhaps in the way of.,You taught things that you know that they need to do but you didn't have perhaps in the way of to your children.,DO,-,,-,-,
1915,Michael gave you about a five to ten minute news broadcast.,Michael gave about a five to ten minute news broadcast to you.,DO,-,,-,-,
1916,Maria gave them credit.,Maria gave credit to them.,DO,-,,-,-,
1917,Mary gave him a car or something.,Mary gave a car or something to him.,DO,-,,-,-,
1918,It cost me four dollars.,It cost four dollars to me.,DO,-,,-,-,
1920,Bob gave you a real good workout.,Bob gave a real good workout to you.,DO,-,,-,-,
1921,John showed you all the equipment.,John showed all the equipment to you.,DO,-,,-,-,
1924,Mary sent everybody a real neat little memo.,Mary sent a real neat little memo to everybody.,PD,-,,-,-,
1925,Mary sent me pictures.,Mary sent pictures to me.,DO,-,,-,-,
1926,Michael sent me their brother's and sister's names and addresses and the names of their spouses.,Michael sent their brother's and sister's names and addresses and the names of their spouses to me.,DO,-,,-,-,
1927,Linda wrote them letters.,Linda wrote letters to them.,PD,-,,-,-,
1928,Michael gave them all this money.,Michael gave all this money to them.,DO,-,,-,-,
1929,Alice gave us any support.,Alice gave any support to us.,DO,-,,-,-,
1930,Juan sent her it.,Juan sent it to her.,PD,-,,-,-,
1931,Michael allowed you sixty-five thousand dollars and your car and your home.,Michael allowed sixty-five thousand dollars and your car and your home to you.,DO,-,,+,-,
1932,John gave us a set of coffee cups that had morning glories all over them.,John gave a set of coffee cups that had morning glories all over them to us.,DO,-,,-,-,
1933,Juan gave them equal opportunities.,Juan gave equal opportunities to them.,DO,-,,-,-,
1934,I told you one thing.,I told one thing to you.,DO,-,,-,-,
1935,Linda gave them an edge.,Linda gave an edge to them.,DO,-,,-,-,
1936,Michael gave you a real answer to how I feel on it.,Michael gave a real answer to how I feel on it to you.,DO,-,,-,-,
1937,Linda gave me it.,Linda gave it to me.,PD,-,,-,-,
1938,Maria gave me it.,Maria gave it to me.,PD,-,,-,-,
1939,Michael gave me something.,Michael gave something to me.,DO,-,,-,-,
1940,Maria taught my men that.,Maria taught that to my men.,DO,-,,-,-,
1941,John gave you the warhead.,John gave the warhead to you.,DO,-,,-,-,
1942,Bob sold everybody in the world them.,Bob sold them to everybody in the world.,PD,-,,-,-,
1944,Maria gave you a run for your money.,Maria gave a run for your money to you.,DO,-,,-,-,
1945,Michael lent me a bunch of units stuff.,Michael lent a bunch of units stuff to me.,DO,-,,-,-,
1946,Juan gave me the permit.,Juan gave the permit to me.,DO,-,,-,-,
1947,Michael gave me cyanide.,Michael gave cyanide to me.,DO,-,,-,-,
1948,Juan told you enough about how pervasive and frightening this epidemic is.,Juan told enough about how pervasive and frightening this epidemic is to you.,DO,-,,-,-,
1949,Juan told us the truth.,Juan told the truth to us.,DO,-,,-,-,
1950,John gave them experience in the courtroom.,John gave experience in the courtroom to them.,DO,-,,-,-,
1951,Juan gave us an opportunity to make sure the kids get dressed up and go to the symphony whether they want to or not.,Juan gave an opportunity to make sure the kids get dressed up and go to the symphony whether they want to or not to us.,DO,-,,-,-,
1952,It cost the taxpayer lots of money.,It cost lots of money to the taxpayer.,DO,-,,-,-,
1953,You taught your children respect.,You taught respect to your children.,DO,-,unfinished construction (cut off),-,-,
1954,It gave you a good understanding.,It gave a good understanding to you.,DO,-,unfinished construction,-,-,
1955,Linda sent me it.,Linda sent it to me.,PD,-,,-,-,
1956,Linda never gave things like buttons and seams any thought.,Linda never gave any thought to things like buttons and seams.,PD,-,,-,-,
1959,Bob gave my little brother the amp.,Bob gave the amp to my little brother.,PD,-,,-,-,
1960,John gave the Scouts them.,John gave them to the Scouts.,PD,-,,-,-,
1961,Bob gave it a second thought.,Bob gave a second thought to it.,DO,-,,-,-,
1962,Alice gave me their advice.,Alice gave their advice to me.,DO,-,,-,-,
1963,Linda gave me a tape of some Spanish music.,Linda gave a tape of some Spanish music to me.,DO,-,,-,-,
1964,Mary taught them manners.,Mary taught manners to them.,DO,-,,-,-,
1965,Bob gave you some time off.,Bob gave some time off to you.,DO,-,,-,-,
1966,Mary showed me anything.,Mary showed anything to me.,DO,-,,-,-,
1967,Mary gave them it.,Mary gave it to them.,PD,-,,-,-,
1968,Bob charged you a good buck.,Bob charged a good buck to you.,DO,-,,-,-,
1969,It cost him a small fortune.,It cost a small fortune to him.,DO,-,,-,-,
1972,I gave myself a chance to think about it a little bit more.,I gave a chance to think about it a little bit more to myself.,DO,-,,-,-,
1973,Maria gave me a problem.,Maria gave a problem to me.,DO,-,,-,-,
1974,Mary gave you lots of exercise.,Mary gave lots of exercise to you.,DO,-,,-,-,
1975,Mary gave me some exercises for my back.,Mary gave some exercises for my back to me.,DO,-,,-,-,
1976,Bob taught them new tricks.,Bob taught new tricks to them.,DO,-,,-,-,
1977,Juan gave them something to look forward to.,Juan gave something to look forward to to them.,DO,-,,-,-,
1978,Alice never gave them that much.,Alice never gave that much to them.,DO,-,negation?,-,-,
1979,Linda gave her time working with her.,Linda gave time working with her to her.,DO,-,,-,-,
1980,Michael sent me a check for whatever was over that.,Michael sent a check for whatever was over that to me.,DO,-,,-,-,
1981,It cost you forty bucks.,It cost forty bucks to you.,DO,-,,-,-,
1982,It cost me like over three hundred dollars.,It cost like over three hundred dollars to me.,DO,-,,-,-,
1983,Linda showed me a country that can produce strong families.,Linda showed a country that can produce strong families to me.,DO,-,,-,-,
1984,John gave it some time.,John gave some time to it.,PD,-,,-,-,
1985,John gave you two degrees.,John gave two degrees to you.,DO,-,,-,-,
1986,Bob left me a lot of time with the grandchildren.,Bob left a lot of time with the grandchildren to me.,DO,-,prepositional ambiguity - for/wrong subject?,-,-,
1987,John gave them time being with them and stuff like that.,John gave time being with them and stuff like that to them.,DO,-,,-,-,
1988,Mary wrote the manufacturer a letter.,Mary wrote a letter to the manufacturer.,PD,-,attachment_ambiguity,-,-,
1989,John gave you a new one.,John gave a new one to you.,DO,-,,-,-,
1990,Mary gave you a new one.,Mary gave a new one to you.,DO,-,,-,-,
1991,Juan sent you a new one.,Juan sent a new one to you.,DO,-,,-,-,
1992,Mary never gave you any problem.,Mary never gave any problem to you.,DO,-,,-,-,
1993,John sent me it.,John sent it to me.,PD,-,,-,-,
1994,Linda sent you it.,Linda sent it to you.,PD,-,,-,-,
1995,Alice sent me something.,Alice sent something to me.,DO,-,,-,-,
1996,Juan gave them them.,Juan gave them to them.,PD,-,,-,-,
1997,Bob gave the kids' grandparents one.,Bob gave one to the kids' grandparents.,DO,-,,-,-,
1998,Alice told me that.,Alice told that to me.,DO,-,,-,-,
1999,Juan gave her the attention.,Juan gave the attention to her.,DO,-,,-,-,
2000,Mary gave her her purse.,Mary gave her purse to her.,DO,-,,-,-,
2001,Mary gave you a list of things that you want.,Mary gave a list of things that you want to you.,DO,-,,-,-,
2002,Michael showed you all the tricks of the trade.,Michael showed all the tricks of the trade to you.,DO,-,,-,-,
2006,It gave you a lot more energy.,It gave a lot more energy to you.,DO,-,,-,-,
2007,It cost me fifty five thousand.,It cost fifty five thousand to me.,DO,-,,-,-,
2008,Maria told them everything that's on your mind.,Maria told everything that's on your mind to them.,DO,-,,-,-,
2009,Alice sold you something.,Alice sold something to you.,DO,-,,-,-,
2010,Maria sold you something.,Maria sold something to you.,DO,-,,-,-,
2012,Linda gave them a little more support and a little more to work with.,Linda gave a little more support and a little more to work with to them.,DO,-,,+,-,
2013,Bob paid me enough.,Bob paid enough to me.,DO,-,,-,-,
2014,Linda paid them a percentage.,Linda paid a percentage to them.,DO,-,,-,-,
2015,Mary gave the financial planner that they're the assistant to support.,Mary gave support to the financial planner that they're the assistant to.,PD,-,,-,-,
2016,Juan left me it.,Juan left it to me.,PD,-,,-,-,
2017,Michael gave him a car to go there.,Michael gave a car to go there to him.,DO,-,,-,-,
2018,Michael gave me the curriculum.,Michael gave the curriculum to me.,DO,-,,-,-,
2019,Linda gave somebody a death penalty.,Linda gave a death penalty to somebody.,DO,-,,-,-,
2020,Michael gave somebody life without parole.,Michael gave life without parole to somebody.,DO,-,,-,-,
2021,Juan gave me an out.,Juan gave an out to me.,DO,-,,-,-,
2022,Juan gave us that sign off message.,Juan gave that sign off message to us.,DO,-,,-,-,
2023,Maria gave you a little history on that.,Maria gave a little history on that to you.,DO,-,,-,-,
2024,It gave me valve problems.,It gave valve problems to me.,DO,-,,-,-,
2025,John never gave us any problems.,John never gave any problems to us.,DO,-,,-,-,
2026,John sold a fellow who was coming back to the States it.,John sold it to a fellow who was coming back to the States.,PD,-,,-,-,
2027,You did not give anybody your kids.,You did not give your kids to anybody.,PD,out,,-,-,
2028,Michael handed them a urine sample bottle.,Michael handed a urine sample bottle to them.,DO,-,,-,-,
2029,Bob gave us small tests and stuff like that.,Bob gave small tests and stuff like that to us.,DO,-,,-,-,
2031,Bob gave one of them JUNGLE BOOK.,Bob gave JUNGLE BOOK to one of them.,DO,-,,-,-,
2032,Mary gave the President a line item veto.,Mary gave a line item veto to the President.,DO,-,,-,-,
2033,Michael gave every household a bin that you could do newspapers aluminum bottles with code one and two on them and glass.,Michael gave a bin that you could do newspapers aluminum bottles with code one and two on them and glass to every household.,DO,-,,-,-,
2035,It cost us probably at least a thousand dollars.,It cost probably at least a thousand dollars to us.,DO,-,,-,-,
2036,Michael gave you your thrust of your paint.,Michael gave your thrust of your paint to you.,DO,-,prepositional ambiguity - ?,-,-,
2038,Mary gave you this ludicrous little tax cut.,Mary gave this ludicrous little tax cut to you.,DO,-,,-,-,
2039,Michael gave the taxpayers this much of a tax cut.,Michael gave this much of a tax cut to the taxpayers.,PD,-,,-,-,
2042,John gave you a dollar.,John gave a dollar to you.,DO,-,,-,-,
2043,Mary owed us all this money.,Mary owed all this money to us.,DO,-,,-,-,
2044,We loaned the Mexican government five hundred million dollars or whatever.,We loaned five hundred million dollars or whatever to the Mexican government.,DO,-,,-,-,
2045,Juan allowed you that.,Juan allowed that to you.,DO,-,,-,-,
2046,Juan gave you a real good workout.,Juan gave a real good workout to you.,DO,-,,-,-,
2047,Mary gave each candidate ten second blurbs in which you just can't get a full picture of their message unless you have time to sit down and probably read something on it.,Mary gave ten second blurbs in which you just can't get a full picture of their message unless you have time to sit down and probably read something on it to each candidate.,DO,-,,-,-,
2048,Juan sent this private company the donations.,Juan sent the donations to this private company.,PD,-,,-,-,
2049,Maria gave them the choice of having the death penalty.,Maria gave the choice of having the death penalty to them.,DO,-,,-,-,
2050,It cost him a lot of money.,It cost a lot of money to him.,DO,-,,-,-,
2051,John gave the parents some break on the money portion of it.,John gave some break on the money portion of it to the parents.,DO,-,,-,-,
2052,Mary gave them a fighting chance in the world in regards to education.,Mary gave a fighting chance in the world in regards to education to them.,DO,-,,-,-,
2053,John paid people like that money.,John paid money to people like that.,PD,-,,-,-,
2054,"Bob told me stories about the things that people are put through, the heroic measures they're put through, when they're very sick.","Bob told stories about the things that people are put through, the heroic measures they're put through, when they're very sick to me.",DO,-,,-,-,
2055,Linda gave the young kids it.,Linda gave it to the young kids.,PD,-,,-,-,
2056,Bob sold the dealers out on the street the drugs.,Bob sold the drugs to the dealers out on the street.,PD,-,,-,-,
2057,Mary gave you a second chance.,Mary gave a second chance to you.,DO,-,,-,-,
2058,Linda gave you the opportunity to turn yourself in.,Linda gave the opportunity to turn yourself in to you.,DO,-,,-,-,
2059,Michael gave my wife a little bit of relief.,Michael gave a little bit of relief to my wife.,DO,-,,-,-,
2060,Bob gave my wife a little more time with the baby.,Bob gave a little more time with the baby to my wife.,DO,-,,-,-,
2061,Mary gave him a little more time with the other kids.,Mary gave a little more time with the other kids to him.,DO,-,,-,-,
2062,Mary gave me peace of mind.,Mary gave peace of mind to me.,DO,-,,-,-,
2063,It cost me something like five dollars.,It cost something like five dollars to me.,DO,-,,-,-,
2064,Juan gave the line item veto a try.,Juan gave a try to the line item veto.,DO,-,,-,-,
2065,It cost us money and millions and millions of dollars.,It cost money and millions and millions of dollars to us.,DO,-,,+,-,
2066,It cost us so much money.,It cost so much money to us.,DO,-,,-,-,
2067,Alice gave him the death penalty.,Alice gave the death penalty to him.,DO,-,,-,-,
2068,It gave you a lot better feel for how you stand compared to last year.,It gave a lot better feel for how you stand compared to last year to you.,DO,-,,-,-,
2069,Alice gave me credit.,Alice gave credit to me.,DO,-,,-,-,
2070,Maria gave you the thirteenth month of service.,Maria gave the thirteenth month of service to you.,DO,-,,-,-,
2071,Juan gave either the plaintiff or for the defendant the full benefit of the law.,Juan gave the full benefit of the law to either the plaintiff or for the defendant.,DO,-,"prepositional ambiguity - for (and if so, ellipsis)",-,-,
2072,Michael gave people the right to do what they need to do and what they want to do.,Michael gave the right to do what they need to do and what they want to do to people.,DO,-,pronominal binding,-,-,
2073,Alice paid something to take care of a lot of attention.,Alice paid a lot of attention to something to take care of.,PD,-,,-,-,
2074,Michael gave us that money.,Michael gave that money to us.,DO,-,,-,-,
2075,Mary gave kids a good education and sort of a good moral or self-esteem sort of backing that would keep them from getting into that sort of life in the first place.,Mary gave a good education and sort of a good moral or self-esteem sort of backing that would keep them from getting into that sort of life in the first place to kids.,DO,-,,-,-,
2076,Bob gave her a very hard time.,Bob gave a very hard time to her.,DO,-,,-,-,
2077,Maria gave child-rearing more attention.,Maria gave more attention to child-rearing.,PD,-,,-,-,
2079,Mary gave another arm a transfusion.,Mary gave a transfusion to another arm.,DO,-,,-,-,
2080,Bob gave the other a transfusion.,Bob gave a transfusion to the other.,DO,-,,-,-,
2081,Alice sent me her taxes.,Alice sent her taxes to me.,PD,-,,-,-,
2082,Bob gave you the best coverage.,Bob gave the best coverage to you.,DO,-,,-,-,
2083,John gave my kids an allowance.,John gave an allowance to my kids.,DO,-,,-,-,
2084,Maria gave them all their shots.,Maria gave all their shots to them.,DO,-,,-,-,
2085,John gave you the oil.,John gave the oil to you.,DO,-,,-,-,
2086,Linda took certain corners in the neighborhood your bottles and your newspapers.,Linda took your bottles and your newspapers to certain corners in the neighborhood.,PD,-,"spatial,_disfluent_theme_(your_bottles_and_your_newspapers_and_lets_see,_bottles,_newspapers)",+,-,
2087,John never owed anybody money.,John never owed money to anybody.,DO,-,,-,-,
2088,Linda gave him this part.,Linda gave this part to him.,DO,-,,-,-,
2089,It never gave any one person too much power.,It never gave too much power to any one person.,PD,-,,-,-,
2090,John gave me a gun.,John gave a gun to me.,DO,-,,-,-,
2091,Bob sold people guns.,Bob sold guns to people.,PD,-,,-,-,
2092,Bob gave him it.,Bob gave it to him.,PD,back,,-,-,
2093,John gave him it.,John gave it to him.,PD,back,,-,-,
2094,Maria brought you another box.,Maria brought another box to you.,DO,-,,-,-,
2095,It never cost the patron anything.,It never cost anything to the patron.,DO,-,,-,-,
2096,Alice allotted each of us so much money.,Alice allotted so much money to each of us.,DO,-,,-,-,
2097,Bob gave it a shot.,Bob gave a shot to it.,DO,-,,-,-,
2098,Bob gave you extra containers that you can put things into.,Bob gave extra containers that you can put things into to you.,DO,-,,-,-,
2099,John gave you an example.,John gave an example to you.,DO,-,,-,-,
2100,Linda told me lies.,Linda told lies to me.,DO,-,,-,-,
2101,Mary did not tell you much.,Mary did not tell much to you.,DO,-,,-,-,
2102,It gave you the impression that what they're talking about is the same thing they are showing you.,It gave the impression that what they're talking about is the same thing they are showing you to you.,DO,-,,-,-,
2103,John gave me about a three hundred percent return.,John gave about a three hundred percent return to me.,DO,-,,-,-,
2104,Alice gave you stock in the company you work for.,Alice gave stock in the company you work for to you.,DO,-,,-,-,
2105,John paid you this.,John paid this to you.,PD,-,,-,-,
2106,It cost us over four million dollars.,It cost over four million dollars to us.,DO,-,,-,-,
2107,Mary brought them the groceries.,Mary brought the groceries to them.,DO,-,,-,-,
2108,Michael told me that.,Michael told that to me.,DO,-,,-,-,
2109,It cost her an additional sixty or seventy a month.,It cost an additional sixty or seventy a month to her.,DO,-,,-,-,
2110,John gave the handicapped group these products.,John gave these products to the handicapped group.,PD,-,,-,-,
2111,Mary gave me a lot of flexibility.,Mary gave a lot of flexibility to me.,DO,-,,-,-,
2112,John gave me one side of the news.,John gave one side of the news to me.,DO,-,,-,-,
2113,Linda gave her a little bit of her own independence.,Linda gave a little bit of her own independence to her.,DO,-,,-,-,
2114,Mary gave me access.,Mary gave access to me.,DO,-,,-,-,
2115,Alice gave you time to do that sort of thing.,Alice gave time to do that sort of thing to you.,DO,-,,-,-,
2116,Alice never told you that much.,Alice never told that much to you.,DO,-,,-,-,
2117,It cost them something.,It cost something to them.,DO,-,,-,-,
2118,Juan gave you that.,Juan gave that to you.,DO,-,,-,-,
2119,Linda told the senator from West Virginia this information.,Linda told this information to the senator from West Virginia.,DO,-,,-,-,
2120,It cost the taxpayer multimillions.,It cost multimillions to the taxpayer.,DO,-,,-,-,
2121,Bob paid you a nickel.,Bob paid a nickel to you.,DO,-,,-,-,
2122,It cost them about forty dollars.,It cost about forty dollars to them.,DO,-,,-,-,
2123,John gave it a whole lot of thought.,John gave a whole lot of thought to it.,DO,-,,-,-,
2124,Mary gave us a little bin.,Mary gave a little bin to us.,DO,-,,-,-,
2125,Bob gave like five thousand houses it.,Bob gave it to like five thousand houses.,PD,-,,-,-,
2126,Maria gave you a certain amount of time to be home and get adjusted.,Maria gave a certain amount of time to be home and get adjusted to you.,DO,-,,-,-,
2127,Linda gave you a list.,Linda gave a list to you.,DO,-,,-,-,
2128,Linda gave somebody fifteen years.,Linda gave fifteen years to somebody.,DO,-,,-,-,
2129,Linda gave them life.,Linda gave life to them.,DO,-,,-,-,
2130,Mary gave you a policy.,Mary gave a policy to you.,DO,-,,-,-,
2131,Michael paid the guy forty dollars.,Michael paid forty dollars to the guy.,DO,-,,-,-,
2132,Juan brought work a radio.,Juan brought a radio to work.,PD,-,,-,-,
2133,Michael gave people incentive to make more money.,Michael gave incentive to make more money to people.,DO,-,,-,-,
2134,Alice gave me an idea what's going on.,Alice gave an idea what's going on to me.,DO,-,,-,-,
2135,Michael gave him a hard time.,Michael gave a hard time to him.,DO,-,,-,-,
2136,Juan gave me a hard time.,Juan gave a hard time to me.,DO,-,,-,-,
2137,Mary gave me an IDMS system or something like that.,Mary gave an IDMS system or something like that to me.,DO,-,,-,-,
2138,Bob gave the judge it.,Bob gave it to the judge.,PD,-,,-,-,
2139,Alice gave the jury the stuff.,Alice gave the stuff to the jury.,PD,-,,-,-,
2140,John showed him Domino.,John showed Domino to him.,DO,-,,-,-,
2141,Bob gave her no time in jail.,Bob gave no time in jail to her.,DO,-,,-,-,
2142,Maria gave the woman who shot her practically a suspended sentence.,Maria gave practically a suspended sentence to the woman who shot her.,DO,-,,-,-,
2143,Maria showed the children affection.,Maria showed affection to the children.,PD,-,,-,-,
2144,Linda gave them them.,Linda gave them to them.,PD,-,,-,-,
2145,Juan floated him a loan.,Juan floated a loan to him.,DO,-,,-,-,
2146,Juan charged me all these others.,Juan charged all these others to me.,DO,-,,-,-,
2147,Linda charged me gasoline taxes.,Linda charged gasoline taxes to me.,DO,-,,-,-,
2148,Linda charged me sales tax.,Linda charged sales tax to me.,DO,-,,-,-,
2149,John charged you twenty dollars.,John charged twenty dollars to you.,DO,-,,-,-,
2150,Alice awarded an eighty-five year old guy the same thing that you would award a twenty-one year old.,Alice awarded the same thing that you would award a twenty-one year old to an eighty-five year old guy.,DO,-,,-,-,
2151,Mary gave her another checkbook.,Mary gave another checkbook to her.,DO,-,,-,-,
2152,Linda gave her it.,Linda gave it to her.,PD,-,,-,-,
2153,Maria offered them assistance with their college.,Maria offered assistance with their college to them.,DO,-,,-,-,
2154,I took somebody I picked out of the yellow pages or some ad somewhere them.,I took them to somebody I picked out of the yellow pages or some ad somewhere.,PD,-,,-,-,
2155,Bob gave you an idea of what I meant by pandering.,Bob gave an idea of what I meant by pandering to you.,DO,-,,-,-,
2156,Mary sent me a check for the amount they withheld.,Mary sent a check for the amount they withheld to me.,DO,-,,-,-,
2157,Juan gave you an extra day.,Juan gave an extra day to you.,DO,-,,-,-,
2159,John told me that.,John told that to me.,DO,-,,-,-,
2160,John gave them them.,John gave them to them.,PD,-,,-,-,
2161,Alice handed them them.,Alice handed them to them.,PD,-,,-,-,
2162,They gave you a little blurb like this happened or that happened.,They gave a little blurb like this happened or that happened to you.,DO,-,,-,-,
2163,Juan gave us a chance to get reacquainted.,Juan gave a chance to get reacquainted to us.,DO,-,,-,-,
2164,Mary gave them a couple of choices.,Mary gave a couple of choices to them.,DO,-,,-,-,
2165,Alice gave them a little questionnaire to fill out as to what would be the most convenient time.,Alice gave a little questionnaire to fill out as to what would be the most convenient time to them.,DO,-,,-,-,
2166,Alice gave them another choice.,Alice gave another choice to them.,DO,-,,-,-,
2167,Bob told me that.,Bob told that to me.,DO,-,,-,-,
2168,Bob gave him the freedom to walk around and go wherever he wants.,Bob gave the freedom to walk around and go wherever he wants to him.,DO,-,,-,-,
2170,Mary gave the child the kind of supervision and training.,Mary gave the kind of supervision and training to the child.,DO,-,unfinished construction,-,-,
2171,Juan gave everybody it.,Juan gave it to everybody.,PD,-,,-,-,
2172,John gave your competitors the fruits.,John gave the fruits to your competitors.,PD,-,,-,-,
2173,Bob taught you that.,Bob taught that to you.,DO,-,,-,-,
2174,Juan sold GM it.,Juan sold it to GM.,PD,-,,-,-,
2175,Mary gave the court a reason.,Mary gave a reason to the court.,PD,-,discontinuous_theme,-,-,
2176,Juan gave me an example of a case where you think that.,Juan gave an example of a case where you think that to me.,DO,-,,-,-,
2177,John sold their coworkers drugs.,John sold drugs to their coworkers.,PD,-,,-,-,
2178,Linda sold their coworkers drugs.,Linda sold drugs to their coworkers.,PD,-,,-,-,
2179,Alice gave me some trouble.,Alice gave some trouble to me.,DO,-,,-,-,
2181,Linda gave me the information.,Linda gave the information to me.,DO,-,,-,-,
2182,Michael taught them academic things.,Michael taught academic things to them.,DO,-,,-,-,
2183,Maria gave you it.,Maria gave it to you.,PD,back,,-,-,
2184,Maria charged you that hundred dollars.,Maria charged that hundred dollars to you.,DO,-,,-,-,
2185,Linda gave us containers.,Linda gave containers to us.,DO,-,,-,-,
2186,Bob gave you one of these.,Bob gave one of these to you.,DO,-,,-,-,
2187,Juan gave you a so many cents.,Juan gave a so many cents to you.,DO,back,determiner/number mismatch,-,-,
2188,Alice gave you a drug test.,Alice gave a drug test to you.,DO,-,,-,-,
2189,Mary gave me a physical.,Mary gave a physical to me.,DO,-,,-,-,
2191,Maria gave him money and stuff.,Maria gave money and stuff to him.,DO,-,,-,-,
2192,Linda taught them what's right and wrong or the law.,Linda taught what's right and wrong or the law to them.,DO,-,,+,-,
2193,Juan gave you a whole different perspective on the news.,Juan gave a whole different perspective on the news to you.,DO,-,,-,-,
2194,Alice gave you a really great upgrade.,Alice gave a really great upgrade to you.,DO,-,,-,-,
2195,Bob sent us twenty.,Bob sent twenty to us.,DO,-,,-,-,
