Dialogue_ID,Speaker_id,method_of_speaker_annotation,Verb,Semantic_Class,Particle,Givenness_of_theme,Givenness_of_Recipient,Theme,Number_of_Theme,Person_of_Theme,Simplified_Person_of_Theme,Expression_Type_of_Theme,Person/Pronominality_of_Theme,"Person/Pronominality_of_Theme,_non-specific_you=local",Length_of_Theme_in_Graphemic_Words_(normalized),Length_of_Theme_in_Graphemic_Words,Animacy_of_Theme,Simplified_Animacy_of_Theme,simplest_animacy_of _theme,Definiteness_of_Theme,Coordination_of_Theme,Recipient,Number_of_Recipluralient,Person_of_Recipient,Simplified_Person_of_Recipient,Expression_Type_of_Recipient,Person/Pronominality_of_Recipient,"Person/Pronominality,_ns_you=local_for_Recipient",Length_of_Recipient_in_Graphemic_Words_(normalized),Length_of_Recipient_in_Graphemic_Words,Animacy_of_Recipient,Simplified_Animacy_of_Recipient,Simples_animacy_of_recipient,Definiteness_of_Recipient,Coordination_of_Recipient,Remarks,Realized_Construction
3667,1297,hand,tell,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3670,1438,auto,give,transfer,-,bn-anch,frame,like seventy percent of their income,singular,third,non-local,common,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,indefinite,-,the government,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3671,1213,auto,leave,abstract,-,frame,evoked,the house,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,prepositional ambiguity - for,NP NP.
3673,1444,auto,give,transfer,-,frame,sitev,a bit,singular,third,non-local,quantifier,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3673,1383,hand,give,abstract,-,frame,sitev,any flexibility as far as unforeseen situations or something coming down the road that you know is coming down the road that you need to save for,singular,third,non-local,common,non-pronominal,non-pronominal,2+,27,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3674,1480,hand,give,abstract,-,gen,sitev,a how-to type idea,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3674,1480,auto,give,communication,-,gen,sitev,a sermon,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3674,1480,auto,tell,communication,-,gen,sitev,something about the history,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3677,1450,auto,give,transfer,-,gen,bn-anch,a meaningful allowance,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,the boys,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3677,1450,auto,give,transfer,-,bn,gen,a stipend,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,the veteran,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3678,1473,auto,give,transfer,-,coin,evoked,some for their trees,plural,third,non-local,quantifier,non-pronominal,non-pronominal,3+,4,concrete,concrete,inan,indefinite,-,each of them,singular,third,non-local,partitive,non-local personal pronoun,non-local personal pronoun,3,3,human,human,human,definite,-,,NP NP.
3679,1258,auto,give,abstract,-,frame,evoked,time to see pitching at a higher speed,singular,third,non-local,common,non-pronominal,non-pronominal,1+,8,time,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3682,1408,auto,give,abstract,-,bn,evoked,a little extra flavor,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
3682,1408,auto,give,communication,-,gen,sitev,a recipe,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3683,1470,auto,give,abstract,-,evoked,gen,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,private enterprise,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,organization,non-human_animate,non-human_animate,indefinite,-,,NP_PP.
3686,1258,auto,give,abstract,-,gen,sitev,any trouble,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3687,1388,auto,give,transfer,-,bn,evoked,more than six million a year,singular,third,non-local,common,non-pronominal,non-pronominal,1+,6,non-concrete,non-concrete,inan,indefinite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,apparent error - 'them' seems to mean 'him',NP NP.
3690,1446,hand,give,abstract,-,gen,unused,validity,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,the theory that vegetarian diet greatly reduces the pain involved with arthritis,singular,third,non-local,common,non-pronominal,non-pronominal,2+,12,non-concrete,non-concrete,inan,definite,-,,NP_PP.
3691,1313,auto,pay,abstract,-,gen,evoked,attention,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,animal,non-human_animate,non-human_animate,definite,-,,NP_PP.
3691,1313,hand,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,animal,non-human_animate,non-human_animate,definite,-,him,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3691,1436,auto,give,transfer,-,evoked,bn,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,animal,non-human_animate,non-human_animate,definite,-,this other man,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,human,human,human,definite,-,,NP_PP.
3691,1313,auto,give,abstract,-,bn,sitev,kisses,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3691,1436,auto,feed,transfer,-,bn,evoked,small mice to big rats and things like that,plural,third,non-local,common,non-pronominal,non-pronominal,3+,9,animal,non-human animate,non-human animate,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,animal,non-human animate,non-human animate,definite,-,,NP NP.
3691,1436,auto,sell,transfer,-,evoked,sitev,that snake,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,animal,non-human_animate,non-human_animate,definite,-,you,singular,second_-_specific,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3691,1436,auto,tell,communication,-,sitev,gen,this story,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,everyone,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,human,human,human,definite,-,,NP NP.
3693,1437,hand,send,transfer,-,bn,sitev,a brand new table top,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3697,1381,auto,charge,prevention of possession,-,frame,sitev,almost the same amount,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3697,1424,auto,take,transfer,-,evoked,gen,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,vehicle,concrete,inan,definite,-,a dealership,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,place,non-concrete,inan,indefinite,-,,NP_PP.
3697,1381,hand,take,transfer,-,evoked,bn,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,vehicle,concrete,inan,definite,-,an independent out in Garland,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,place,non-concrete,inan,indefinite,-,spatial_--_maybe,NP_PP.
3699,1438,hand,give,abstract,-,bn,evoked,a very upscale and very tightly controlled codes and stuff,plural,third,non-local,common,non-pronominal,non-pronominal,3+,10,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,determiner/number mismatch,NP NP.
3699,1438,auto,give,abstract,-,bn,evoked,three bedrooms,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3700,1300,hand,give,abstract,-,evoked,evoked,a lot more space,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3700,1300,hand,give,abstract,-,bn,evoked,a lot more space,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3700,1300,auto,give,abstract,-,evoked,evoked,double the space,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3706,1477,auto,give,transfer,-,evoked,bn-anch,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,my little brother,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,human,human,human,definite,-,,NP_PP.
3707,1298,auto,give,transfer,-,gen,evoked,a treat,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,animal,non-human animate,non-human animate,definite,-,,NP NP.
3711,1437,auto,give,communication,-,bn,evoked,the wrong directions,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3713,1385,auto,loan,transfer,-,evoked,gen,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,somebody,singular,third,non-local,impersonal_pronoun,non-pronominal,non-pronominal,1,1,human,human,human,indefinite,-,,NP_PP.
3715,1321,auto,give,communication,-,frame,sitev,any specs on it,plural,third,non-local,common,non-pronominal,non-pronominal,2+,4,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3718,1475,auto,give,abstract,-,gen,gen,a bad rap,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,any team,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,organization,non-human animate,non-human animate,indefinite,-,,NP NP.
3719,1258,auto,pay,transfer,-,frame,frame,enough,?,third,non-local,quantifier,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,the teachers,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,exclude - sb adverbial,NP NP.
3720,1367,auto,read,communication,-,evoked,evoked,the story,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,little one,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,?,-,determiner/number_mismatch,NP_PP.
3721,1359,hand,give,abstract,-,gen,sitev,a call,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3722,1487,hand,give,transfer,-,evoked,bn-anch,my CD player,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,definite,-,my sister,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP_PP.
3723,1074,auto,give,abstract,-,frame,sitev,that motivation,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3726,1148,auto,pay,abstract,-,gen,anch,more attention,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,our own economy,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,,NP_PP.
3732,1258,auto,give,abstract,-,gen,evoked,life in prison,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3733,1465,auto,give,transfer,-,gen,evoked,Italian food,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,?,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3733,1465,auto,give,abstract,-,frame,sitev,lots of good points,plural,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3738,1425,auto,give,abstract,-,frame,frame,a second thought,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,advancing their education or getting extracurricular education,singular,third,non-local,gerund,non-pronominal,non-pronominal,3+,7,non-concrete,non-concrete,inan,definite,-,,NP_PP.
3738,1390,auto,give,abstract,-,frame,evoked,the skills,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3739,1402,auto,do,abstract,-,gen,sitev,any good,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3739,1402,auto,show,communication,-,gen,sitev,loopholes or how not to pay your share,plural,third,non-local,common,non-pronominal,non-pronominal,1+,8,non-concrete,non-concrete,inan,indefinite,+,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3739,1488,auto,give,abstract,-,frame,evoked,some tax credits,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3741,1486,auto,bring,transfer,-,gen,evoked,a book,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,prepositional ambiguity - for (systematic),NP NP.
3741,1486,auto,read,communication,-,gen,evoked,a lot of books,plural,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,her,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3741,1486,auto,bring,transfer,-,gen,evoked,books,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3745,1406,auto,give,abstract,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3745,1423,auto,teach,communication,-,frame,evoked,math,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3746,1417,auto,give,abstract,-,bn,evoked,a special deal where you can get ten rounds of golf for a hundred dollars,singular,third,non-local,common,non-pronominal,non-pronominal,3+,15,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3750,1051,auto,swap,transfer,-,bn,evoked,a Cadillac,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,preposistional ambiguity - with,NP NP.
3751,1378,hand,cost,prevention of possession,-,frame,sitev,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3752,1359,auto,tell,communication,-,bn,sitev,some horror stories,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3756,1488,auto,charge,prevention of possession,-,bn,sitev,a hundred dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3756,1488,hand,tell,communication,-,evoked,evoked,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3756,1488,auto,show,communication,-,evoked,sitev,that one,singular,third,non-local,quantifier,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3758,1148,auto,cost,prevention of possession,-,anch,gen,the money for that court,singular,third,non-local,common,non-pronominal,non-pronominal,2+,5,non-concrete,non-concrete,inan,definite,-,the taxpayer,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3759,1467,auto,give,transfer,-,coin,sitev,a new one,singular,third,non-local,quantifier,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3759,1467,hand,cause,abstract,-,gen,sitev,a problem,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,prepositional ambiguity - for,NP NP.
3759,1467,auto,give,abstract,-,frame,sitev,some kind of concession,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3759,1436,auto,take,transfer,back,gen,evoked,things,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3761,1372,auto,pay,abstract,-,gen,evoked,attention,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,,NP_PP.
3763,1476,auto,pay,transfer,-,evoked,evoked,that much money,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3763,1476,auto,pay,transfer,-,frame,evoked,the six million dollars ,plural,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,definite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3763,1381,auto,give,abstract,-,anch,frame,the support he needs,singular,third,non-local,common,non-pronominal,non-pronominal,2+,4,non-concrete,non-concrete,inan,definite,-,Nolan Ryan,singular,third,non-local,proper,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3764,1436,auto,give,abstract,-,gen,sitev,confidence,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3764,1446,auto,give,abstract,-,gen,gen,more credibility or less credibility,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,a professionally dressed individual,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,human,human,human,indefinite,-,,NP_PP.
3767,1402,auto,give,abstract,-,frame,sitev,an opportunity to get some walking in,singular,third,non-local,common,non-pronominal,non-pronominal,2+,7,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3770,1148,hand,give,abstract,-,anch,evoked,the hygenic care and everything that she needed,singular,third,non-local,common,non-pronominal,non-pronominal,3+,8,non-concrete,non-concrete,inan,definite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3772,1344,auto,give,abstract,-,gen,evoked,a certain security,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3772,1344,auto,give,abstract,-,gen,evoked,identity,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3772,1344,auto,give,abstract,-,gen,evoked,importance,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3772,1486,auto,show,communication,-,gen,evoked,some interest,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3772,1486,hand,show,communication,-,frame,evoked,some love and something to belong to,singular,third,non-local,common,non-pronominal,non-pronominal,3+,7,non-concrete,non-concrete,inan,indefinite,+,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3773,1436,auto,assign,abstract,-,frame,bn-anch,that chore,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,my wife,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3775,1488,hand,give,abstract,-,bn,evoked,a little bit different look than what it's always been or been lately anyhow,singular,third,non-local,common,non-pronominal,non-pronominal,3+,14,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
3776,1461,auto,tell,communication,-,frame,sitev,a little bit more about it,singular,third,non-local,quantifier,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,exclude - SB adverbial,NP NP.
3776,1486,hand,offer,abstract,-,gen,gen,educational experience,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,people,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,human,human,human,indefinite,-,,NP NP.
3777,1477,auto,give,abstract,-,bn,frame,a poke in the snoot,singular,third,non-local,common,non-pronominal,non-pronominal,2+,5,non-concrete,non-concrete,inan,indefinite,-,Fred,singular,third,non-local,proper,non-pronominal,non-pronominal,1,1,human,human,human,definite,-,,NP NP.
3778,1465,auto,give,abstract,-,frame,sitev,an uplift,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3779,1484,auto,give,abstract,-,bn,sitev,a screen of what you would be seeing from where you lie,singular,third,non-local,common,non-pronominal,non-pronominal,2+,12,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3780,1378,auto,give,transfer,-,bn,sitev,another fifty thousand in between,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,check theme length,NP NP.
3781,1298,auto,give,transfer,-,frame,sitev,money back,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
